time,gFx,gFy,gFz,TgF
7.345758018,-0.1121,0.2261,0.9527,0.986
7.350366143,-0.0979,0.2053,0.9395,0.967
7.351291508,-0.0918,0.2044,0.9205,0.947
7.354791351,-0.1047,0.2390,0.9266,0.963
7.355632914,-0.1167,0.2898,1.0140,1.061
7.358975622,-0.1011,0.3223,1.1976,1.244
7.359852966,-0.0571,0.2727,1.3139,1.343
7.36327781,-0.0283,0.1516,1.1385,1.149
7.36729906,-0.0176,0.0413,0.7679,0.769
7.368388487,-0.0071,0.0129,0.4603,0.460
7.37033307,-0.0122,0.0310,0.2998,0.302
7.371904476,-0.0200,0.0291,0.3418,0.344
7.374078851,0.0210,0.0129,0.7603,0.761
7.376870726,0.0186,0.1416,1.6054,1.612
7.379403591,-0.1499,0.3907,1.9536,1.998
7.382069476,-0.2361,0.4036,1.3664,1.444
7.385052289,-0.1780,0.2842,0.8282,0.894
7.386726664,-0.1558,0.2696,0.7620,0.823
7.388916716,-0.1345,0.2664,0.8429,0.894
7.391084893,-0.0837,0.1770,0.8223,0.845
7.393953331,-0.0544,0.0872,0.7215,0.729
7.395287289,-0.0947,0.1223,0.6998,0.717
7.404635101,-0.1658,0.2249,0.8316,0.877
7.406141508,-0.2073,0.3262,1.0919,1.158
7.406670466,-0.1934,0.3958,1.3392,1.410
7.40715057,-0.1362,0.4024,1.3947,1.458
7.407591716,-0.0659,0.3448,1.2003,1.251
7.409141612,-0.0190,0.2493,0.8780,0.913
7.411330049,0.0049,0.1389,0.5982,0.614
7.41410557,0.0044,0.0654,0.4607,0.465
7.423576351,-0.0444,0.0791,0.5645,0.572
7.424518122,-0.1121,0.1941,0.9999,1.025
7.424911612,-0.1397,0.3323,1.5255,1.568
7.425484737,-0.1089,0.3518,1.5644,1.607
7.426156403,-0.0720,0.2630,1.1613,1.193
7.427738539,-0.0703,0.2002,0.8766,0.902
7.432253956,-0.0720,0.1858,0.8087,0.833
7.433516664,-0.0713,0.1753,0.8226,0.844
7.435417341,-0.0818,0.1714,0.8976,0.917
7.437760726,-0.1028,0.1719,1.0382,1.057
7.439482341,-0.1328,0.1724,1.1908,1.211
